identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,avantages_dateFin,avantages_categorie,images_0,images_1,images_2,pictogrammes_libelleCategorie,nro_paginas,page,images_3,images_4,images_5,pictogrammes_0
52556,8428076000724,,Durex,"Preservativos Natural XL, 12 unidades",,6.99,6.99,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6841522C0D62B4FF1BCC0E19F1C47C8C.jpg,,,,17,15,,,,
52558,8428076000731,,Durex,"Preservativos Taste me Fruity, 12 unidades",,9.09,9.09,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/32B9EBB0EDC790DD2CFE4B938B1041D4.jpg,,,,17,15,,,,
52561,8428076000403,,Durex,"Preservativos Sem Látex, 12 unidades",,9.79,9.79,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4CDF7EB414EAB50A3B0F55055153333F.jpg,,,,17,15,,,,
52562,8428076003336,,Durex,"Preservativos Invisible XL, 10 unidades",,9.79,9.79,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E3D1007A6FA6C3A2368EE1B8AE3AE6AF.jpg,,,,17,15,,,,
52573,5604260324170,750.0,Labell,"Gel de Banho Exfoliante Spa, 750 ml",,1.99,2.65,750,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A79B6218071009D731F87F827341C10D.jpg,,,,17,15,,,,
52578,8445290836342,,Nescafé,"Café Meia de Leite Sical, 16 Cápsulas",,4.99,4.99,0,,€/Unidade,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BB46D17F919823471F78EF9E1A5943F2.jpg,,,,17,15,,,,
52602,5601217137937,1710.0,Quanto,"Amaciador Roupa Concentrado Lirios e Frutos Vermelhos, 95 doses",,3.99,2.33,1710,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/563FAA46B02CF60B1C429C7EDCFFBB40.jpg,,,1000 Artigos,17,15,,,,
52777,5604260325580,50.0,Labell,"Creme Dia Anti Age FPS15, 50 ml",,4.99,99.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/80041E0C414AC6A4696AC991241FFDE4.jpg,,,,17,15,,,,
52778,5604260325597,50.0,Labell,"Creme Noite Anti Age Regenerador FPS15, 50 ml",,4.99,99.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F448C4AA51A723BFAB5A56505A9886CC.jpg,,,,17,15,,,,
52779,5604260325603,50.0,Labell,"Serum Anti Age, 50 ml",,4.99,99.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57F7C7DBD656D47207A7E7227AC56E06.jpg,,,,17,15,,,,
52803,5603722522642,604.0,Mimosa,"Iogurte Vegetal Leite de Coco Natural Açucarado, 4x 151 ml",,2.79,4.62,604,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/32FC6499B66C7CCC9804185481223A59.jpg,,,,17,15,,,,
52822,8720181370410,,Surf,"Detergente Roupa Máquina Lavanda, 45 Cápsulas",,8.99,8.99,45,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/03C32791CB110C00C5A1778F6D2E4142.jpg,,,1000 Artigos,17,15,,,,
52823,8720181384103,,Skip,"Detergente Roupa Máquina Cápsulas Sabão Natural, 45 Doses",,9.99,9.99,45,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F539E4002B56C2715DC7F143B70C8FE5.jpg,,,1000 Artigos,17,15,,,,
52842,4047008018336,125.0,Alsa,"Mousse Chocolate Preto Light, 125g",,1.44,11.52,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3DCF6B94B81F7DC1016EE325FA5D4E95.jpg,,,,17,15,,,,
52875,3155253012649,250.0,Président,"Chantilly Baunilha Spray, 250g",,2.95,11.8,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FDD9C786E532EE4BC79BE4A73B39CF48.jpg,,,,17,15,,,,
52891,8720181387357,600.0,Skip,"Detergente em Pó Máquina de Roupa Active Clean, 12 Doses",,2.99,4.98,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/57A6A7FF199125F45C11F360C191B640.jpg,,,1000 Artigos,17,15,,,,
52894,8720181380662,,Skip,"Detergente Cápsulas Máquina de Roupa Cores Ultimate, 32 doses",,8.99,8.99,32,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B1683867F45318233084D2B03D3717BC.jpg,,,1000 Artigos,17,15,,,,
52895,8720181380648,,Skip,"Detergente Cápsulas Máquina de Roupa Active Clean, 32 doses",,8.99,8.99,32,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AFDAFD11D9A3E06FF9612A9C5A925C33.jpg,,,1000 Artigos,17,15,,,,
52901,5601217137647,2995.0,Xau,"Detergente Líquido Máquina de Roupa Advanced, 65 doses",,8.99,3.0,2995,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DBC35B69B7745BE729D12E72FEC40431.jpg,,,1000 Artigos,17,15,,,,
52902,5601217137708,3180.0,Xau,"Detergente Líquido Máquina de Roupa Gel Ativo, 69 doses",,8.99,2.83,3180,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0EA6D0C56A717E075A5E4DB2C7A794E.jpg,,,1000 Artigos,17,15,,,,
52904,8445290926029,84.0,Nestlé,"Chocolate Extrafino Filipinos Branco, 84g",,1.29,15.36,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E120C8BF5434763B5E3155415B02A155.jpg,,,,17,15,,,,
52909,0000059095897,300.0,Dove,Creme de Corpo Silky Petals,Embalagem de 300 ml,5.19,17.3,300,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/31C090566CAF912A208BD5CB0F486D93.jpg,,,,17,15,,,,
52910,0000059095460,50.0,Rexona men,Desodorizante Men Quantum Roll-On,Embalagem de 50 ml,3.59,71.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/865F14F6D59649464F8BFD30BE9CB28F.jpg,,,,17,15,,,,
52911,0000096125595,50.0,Dove Men,Desodorizante Men+Care Cool Fresh,Embalagem de 50 ml,2.99,59.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/39E7B4BC08A069246CB0CDA45716421B.jpg,,,,17,15,,,,
52912,8720181284373,150.0,Dove Men,"Desodorizante Spray Men Invisible Dry 72h, 150 ml",,3.45,23.0,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2674F5A712E7D41C3DBD072B9DC61283.jpg,,,,17,15,,,,
52913,8720181284397,150.0,Dove Men,"Desodorizante Spray Men Extra Fresh 72h, 150 ml",,3.45,23.0,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BA8D463A8C4E3CD6F5FECB2C808A9807.jpg,,,,17,15,,,,
52914,8720181284335,150.0,Dove Men,"Desodorizante Spray Men Clean Comfort 72h, 150 ml",,3.45,23.0,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE7F4D1AF7D5A72155523403C7A569E4.jpg,,,,17,15,,,,
52916,8720181291715,150.0,Dove,"Desodorizante Spray Original 72h, 150 ml",,3.59,23.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB76FF486B3F558A51AEB61DE9A7B3A6.jpg,,,,17,15,,,,
52917,8720181291869,150.0,Dove,"Desodorizante Spray Invisible Care 72h, 150 ml",,3.59,23.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/277DD476997DFA4F354035E03BB8F656.jpg,,,,17,15,,,,
52919,0000059095330,50.0,Dove,Desodorizante Roll-On Advanced Talc 48h,Embalagem de 50 ml,3.59,71.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C49F244E4A2890D7D6E61B39AE881B6.jpg,,,,17,15,,,,
52920,0000059095842,50.0,Dove,Desodorizante Roll-On Advanced Original,Embalagem de 50 ml,3.59,71.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A312242BABC8DE32786976929D0283B2.jpg,,,,17,15,,,,
52921,8720181297656,150.0,Axe,"Desodorizante Spray Copper Santal, 150 ml",,4.79,31.93,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/433113BFD3D2744191AD8DA2B78813B6.jpg,,,,17,15,,,,
52923,8720182266125,360.0,Dove,"Sabonete Sólido Regular, 4 x 90g",,4.09,11.36,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/0BE4770AB0BE8EA2FF2D8C5345F895FB.jpg,,,1000 Artigos,17,15,,,,
52924,8720181231209,170.0,Tresemmé,"Condicionador 1 Minute Wow Hidratação, 170 ml",,4.79,28.18,170,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/095EF5D926E275352FD0D0BC0D0CB760.jpg,,,,17,15,,,,
52925,8720181231193,170.0,Tresemmé,"Condicionador 1 Minute Wow Repair, 170 ml",,4.79,28.18,170,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E46831A9A81CAA6EF7184689F74FFAD3.jpg,,,,17,15,,,,
52940,8720181387371,2800.0,Skip,"Detergente em Pó Máquina da Roupa Active Clean, 56 Doses",,11.99,4.28,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6D72E9F962593AE16F324A09633BDCD9.jpg,,,1000 Artigos,17,15,,,,
52943,8720181392894,1332.0,Comfort,"Amaciador Concentrado Essência Sunfresh, 74 Doses",,3.49,2.62,1332,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4B45CB47C484E122AFEE45709A63BE0A.jpg,,,1000 Artigos,17,15,,,,
52944,8720181392900,1332.0,Comfort,"Amaciador Concentrado Essência Azul, 74 Doses",,3.49,2.62,1332,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E11C27145AD703889B20EE3212D34D08.jpg,,,1000 Artigos,17,15,,,,
53024,8720182589569,280.0,Calvé,"Molho Agridoce, 280g",,1.94,6.93,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7ADC1EF520237C467C08598D71586602.jpg,,,,17,15,,,,
53073,8445290098993,1500.0,Purina One,"Ração para Gato Esterilizado Com Salmão, 1.5 kg",,9.94,6.63,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B169FA455EF04FEFF7A98761DA156F2E.jpg,,,1000 Artigos,17,15,,,,
53082,4005900968968,15.0,Nivea,"Sérum Q10 Preenchimento Localizado Antirrugas, 15 ml",,12.59,839.33,15,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CF2D255F9E9C47E0832883BF673CB20E.jpg,,,,17,15,,,,
53083,0000056090581,32.0,Gorila,Pastilhas Elásticas Morango,Unidade de 32g,0.49,15.31,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C728BF819FA60738560E6C9C53AEB796.jpg,,,,17,15,,,,
53093,5202390028496,100.0,Violife,"Fatiado Sabor a Fiambre, 100g",,2.54,25.4,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08F563B33FC5E0232B272CB8C1270FCE.jpg,,,,17,15,,,,
53098,5609060439758,200.0,Delta,"Mistura Solúvel Cevada, Chicória e Centeio sem Café, 200g",,2.44,12.2,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FC3487925D87EA1F223F192FD51689C5.jpg,,,,17,15,,,,
53099,5609060439833,200.0,Delta,"Mistura Solúvel Cereais, Chicória e Café, 200g",,2.89,14.45,0,kg,€/Kg,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C77AA8D9D25539DF30A6CEB74FA144B.jpg,,,,17,15,,,,
53103,8717163573792,500.0,Dove,"Recarga Sabonete Líquido Silk, 500 ml",,3.14,6.28,500,L,€/L,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B653B25C8F0F81CE778890CF630C270E.jpg,,,1000 Artigos,17,15,,,,
53104,8717163858226,400.0,Baby Dove,"Gel de Banho Night Time, 400 ml",,4.1,10.25,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6A657B6726E0BC3AD23BFF5461BF3C60.jpg,,,,17,16,,,,
53105,8710447362945,400.0,Baby Dove,"Loção Corporal Hidratante, 400 ml",,5.99,14.98,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B880FAAC529D97EA1F8E13F141032FDE.jpg,,,,17,16,,,,
53283,8445290070937,1500.0,Purina One,"Ração para Gato Esterilizado Com Vaca, 1.5 kg",,9.94,6.63,0,kg,€/Kg,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8BA2E1C96DDDB156D4207F46C51C86B8.jpg,,,1000 Artigos,17,16,,,,
53299,5601217137357,,Quanto,"Amaciador Concentrado Elixir Rosas, 63 doses",,4.49,4.49,0,,€/Unidade,2024-08-02T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9F96C3255289D57CD765C87A41F753EE.jpg,,,1000 Artigos,17,16,,,,
53307,3600542289634,350.0,Garnier,"Champô Fructis Hair Food Aloé Vera, 350ml",,4.24,12.11,350,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2A0EA665768C5A44921CD8C41571A661.jpg,,,,17,16,,,,
53317,4005808799442,300.0,Nivea,"Creme Corpo Soft, 300ml",,4.19,13.97,300,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9D1AAB300F028517EEB185F2CBF52CE9.jpg,,,,17,16,,,,
53319,4006000016504,50.0,Nivea,"Desodorizante Homem Roll-on Fresh Sensation, 50ml",,2.69,53.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1221CBEB467972247784411EB7CFAAC8.jpg,,,,17,16,,,,
53320,4006000012278,150.0,Nivea,"Desodorizante Homem Spray Fresh Sensation, 150ml",,2.79,18.6,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/EDF449A406CC0A42A78A4309B8D6509E.jpg,,,,17,16,,,,
53321,4006000033570,50.0,Nivea,"Desodorizante Roll-on Black & White Max Protection, 50ml",,3.09,61.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2773456A0400191F350E5C65211739D5.jpg,,,,17,16,,,,
53322,4006000033594,50.0,Nivea,"Desodorizante Roll-on Black & White Max Protection Homem, 50ml",,3.09,61.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E2126FDF4D957720B888AE7CA2F116A.jpg,,,,17,16,,,,
53324,3600551133218,50.0,Narta Garnier,"Desodorizante Roll-On Max Resist Sensível, 50ml",,2.99,59.8,50,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F1C476C52FBB2AF5F1AA0748E8BFB791.jpg,,,,17,16,,,,
53325,4006000029962,150.0,Nivea,"Desodorizante Spray Black & White Max Protection, 150ml",,3.09,20.6,150,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1066BF0726A04D63B3E26AD21EBB7321.jpg,,,,17,16,,,,
53333,8700216138864,,Dodot,Fraldas Ninjamas Coração 8,Embalagem de 9 Un.,6.49,6.49,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DD52B6E54152FA41B16CA8867EB1EE41.jpg,,,,17,16,,,,
53334,8700216138628,,Dodot,Fraldas Ninjamas Foguete 7 Anos 17,Embalagem de 10 Un.,5.84,5.84,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C845A1EA34F142CF90EB1EDD5840C34.jpg,,,,17,16,,,,
53335,8700216138635,,Dodot,Fraldas Ninjamas Foguete 8,Embalagem de 9 Un.,6.49,6.49,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1AEAE1EC107B6D0E3CF691BC9E385934.jpg,,,,17,16,,,,
53338,8720181313448,400.0,Dove,"Gel de Banho Men Clean Comfort, 400ml",,2.99,7.48,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/2AB44E119E8E44CF29BE3E72346C8C5E.jpg,,,,17,16,,,,
53340,8717163634615,400.0,Dove,"Gel de Banho Men Sports Care 3 em 1, 400ml",,2.99,7.48,400,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/94F838D56E47DC2E93554598CBB53764.jpg,,,,17,16,,,,
53349,5000204314595,250.0,Pronto,"Limpa Móveis, 250ml",,3.59,14.36,250,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D217222CE95C7E20C669A2882D0AEE6.jpg,,,,17,16,,,,
53350,5000204307856,250.0,Pronto,"Limpa Móveis Lavanda, 250ml",,3.59,14.36,250,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E1C68282AB335F96CCA4EC866E860200.jpg,,,,17,16,,,,
53351,5000204307917,250.0,Pronto,"Limpa Móveis Multisuperficies Lima, 250ml",,3.59,14.36,250,L,€/L,2024-07-17T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B06EC350A90207B9F1FEF347380C3207.jpg,,,,17,16,,,,
53353,8700216073349,,Venus,Máquina Depilatória Zona Intima,,10.45,10.45,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F20A401C4167F21409756EF7AC7B5FA3.jpg,,,,17,16,,,,
53355,3600542509695,340.0,Garnier,"Máscara Delicadeza de Aveia, 340ml",,4.74,13.94,340,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A269BD8C14578D6361463A4715249E85.jpg,,,,17,16,,,,
53357,3600542509169,340.0,Garnier,"Máscara Riqueza D'argao, 340ml",,4.74,13.94,340,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/667834B9D1BBD3B3254B4987858662B3.jpg,,,,17,16,,,,
53378,4006000013640,30.0,Nivea,"Sérum Facial Luminous360 Anti Manchas Pós-Acne, 30 ml",,17.54,584.67,30,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F3EF9FCB1E457823B5E6231329A1477A.jpg,,,,17,16,,,,
53379,4006000020761,30.0,Nivea Men,"Sérum Hyaluron Anti-Age Power Homem, 30ml",,14.99,499.67,30,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5E0B9D11FEFE2D4C42D4ACC4CB5CC112.jpg,,,,17,16,,,,
53380,3600523279289,30.0,L'Oréal,"Sérum Revitalift Alisador Anti-Rugas SPF30, 30ml",,11.89,396.33,30,L,€/L,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E103FDFC55A2FF8A7738BFD02A5D4764.jpg,,,,17,16,,,,
53384,3086123519176,,Bic,"Máquina Descartável Miss Soleil Sensitive, 3 un.",,2.59,2.59,0,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA32A5E1D6286AC923BDE246F2D76484.jpg,,,,17,16,,,,
53419,3600531584702,,Maybelline,Máscara Falsies Lash Lift Black,Embalagem de 1 unidades,9.74,9.74,1,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/30FBE71818AB03E687DD2B888879C084.jpg,,,,17,16,,,,
53420,3600531631956,,Maybelline,Base Líquida Nº 21 Nude Beige,Embalagem de 1 unidades,9.34,9.34,1,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E8123D5CE88B48387068D410FE9C25CA.jpg,,,,17,16,,,,
53425,3600542380607,,Garnier,Discos Desmaquilhantes Reutilizáveis,Embalagem de 3 unidades,5.84,5.84,3,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1D73B0AB11F959238DC9BED62776C04C.jpg,,,,17,16,,,,
53451,5025404007443,,Kandoo,Toalhitas Infantis Wc Melão,Embalagem de 120 unidades,4.07,4.07,120,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/C8935D5863D320E0F61769E6F97FD817.jpg,,,,17,16,,,,
53453,5029053038759,,Kleenex,"Lenços Faciais Collection, 48 unidades",,1.59,1.59,1,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7FD9A923ABE11628F1F4C4B00B522C1E.jpg,,,,17,16,,,,
53457,5029053579276,,Kleenex,"Lenços Faciais Family, 48 unidades",,1.88,1.88,1,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FA6D7B015C75000033DC263F673540D0.jpg,,,,17,16,,,,
53459,5054563019332,,Sensodyne,Escova de Dentes Repair&Protect Suave,,3.34,3.34,1,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E5F6092397C5B36E660DBCEE698592D2.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EED9F7E683BE9D1839B0B05D60BA43E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EED9F7E683BE9D1839B0B05D60BA43E.jpg,,17,16,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6EED9F7E683BE9D1839B0B05D60BA43E.jpg,,,
53460,5054563129536,,Sensodyne,Escova de Dentes Nourish Suave,,3.34,3.34,1,,€/Unidade,2024-07-24T23:59:59.999999999+01:00,PROSPECTUS,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D744B4623FDEF0CFB055D4201849704B.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB3E71B8403D3A5C145B1F80581BC3D4.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB3E71B8403D3A5C145B1F80581BC3D4.jpg,,17,16,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DB3E71B8403D3A5C145B1F80581BC3D4.jpg,,,
