identifier,produitEan13,capacite,marque,libelle,conditionnement,prix,unitPrice,volume,typeProduit_uniteByCode,unit_value,images_0,images_1,images_2,images_3,pictogrammes_libelleCategorie,avantages_dateFin,avantages_categorie,nro_paginas,page,pictogrammes_0,images_4,images_5
51177,8410436440455,,Persil,Detergente máquina roupa sabão azul e branco,76 doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/405B529427643132DC974A0DC45DDCCF.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51178,8410436428255,,Persil,Detergente Máquina Roupa Universal 4 em 1,52 cápsulas,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3142CD08DE798233E1B3C4D949069117.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51181,5601217137265,,Quanto,"Perfumador de Roupa Azul, 36 doses",,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D220904A5CC7339C1FC4FDBF74A24C1B.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51182,5601217137272,,Quanto,"Perfumador de Roupa Rosa, 36 doses",,2.99,2.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/73E6C5CD1DD294A9187A29BC9C940EBE.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51184,7322540671391,,Colhogar,"Papel Higiénico 3 Folhas Protect Rosa, 12 rolos",,5.96,5.96,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BC1531C919142A4603972A46617C7C03.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7B4B406F13A97F9AB0B8D30B52E4FD6E.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CB9378758C91DF5315C3626B83667064.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/961A5CD83FE2ECDDD9A0F020A5B4ADD1.jpg,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51191,8718951505599,50.0,Colgate,Dentífrico Max White Ultra,Embalagem de 50 ml,3.98,79.6,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A43AF0D58B6CA59D440896503746D86.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51240,5604260327140,300.0,PorSi Select,Supremas de Pescada sem Espinhas,300 g,4.99,16.63,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B77309E37CF7DFF1E796365D78EB6DA9.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51288,5601066200721,900.0,Nacional,"Farinha de Centeio, 900g",,1.19,1.32,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/056C4573C31AA49E8265C9CCE6841C12.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51310,8410500028190,250.0,Yopro,"Yopro danone beber baunilha,  250 ml",,1.09,4.36,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D57A147884342384960775CD339493C4.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51311,8410500028435,250.0,Yopro,"Yopro danone beber chocolate,  250 ml",,1.09,4.36,250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/49B55508D1BA9E357A7842002A535DF6.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51314,5601066200745,800.0,Nacional,"Farinha de Aveia Integral, 800g",,1.49,1.86,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7BFC76A233F08733B13E8A5C8E5BD775.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51321,8720608014064,32.0,Lipton,Lipton framboesa sabugueiro 20sq,Embalagem de 32g,2.09,65.31,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B40F480597C04DB34DABE63D02081A65.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4272E24302B8C76BAAC68132A3C5A72A.jpg,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51322,8720608014231,34.0,Lipton,Lipton manga groselha preta 20sq,Embalagem de 34g,2.09,61.47,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8FA90EBEC8C9808F29B3E1D85843C0CD.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54670F288113566CC397FD3E7B1EF07C.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/54670F288113566CC397FD3E7B1EF07C.jpg,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51370,5000116127085,1080.0,Capitão Iglo,50 Nuggets de Frango Queijo,Embalagem de 1.08 kg,12.99,12.03,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/67354933CE6BC52C4EBC009954CDE957.jpg,,,,Tipo de stockagem,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51384,5601096230064,750.0,Mandriola,"Vinho Branco Mandriola de Lisboa, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1921DF5AB81D7653D18076FCCA3D5667.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51385,5601096230002,750.0,Mandriola,"Vinho Tinto Mandriola de Lisboa, garrafa de 0.75 l",,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/398FC5B84B251146DC560DE510BC3B8F.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51386,8410104913823,,Air Wick,Ambientador Difusor Active Fresh Brisa Marítima,Embalagem de 1 unidades,7.99,7.99,1,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E83640673AE92AF0F3495ED946C9D5D3.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51387,8410104913779,224.0,Air Wick,Ambientador Recarga Active Fresh Lavanda e Lírio,Garrafa de 224 ml,5.99,26.74,224,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA25600DB2B818361562D1A180F1DDD4.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51398,8720182433190,40.0,Knorr,Sopa Massa e Legumes Frozen Disney,Embalagem de 40g,1.6,40.0,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/A7AD00B4ED1A7E27F1D0A31E08967E76.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51403,5604260325689,1000.0,PorSi,"Vinagre de limpeza, 1 litrp",,0.95,0.95,1000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/D97716AE40F4384225AEA397971D7BFD.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51420,3600524030551,100.0,L'oreal Men Expert,Creme Gel de Limpeza Facial,100 ml,4.79,47.9,100,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/00FCFE51B0346BB368CBA3D5891EB54C.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51421,3600524030216,50.0,L'oreal Men Expert,Creme Rosto Magnesium Defense,50 ml,7.99,159.8,50,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/293DBB5BFD2F260344355F5D7258A76D.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51427,8410436441766,,Vernel,Amaciador Concentrado Lírio Irresistível,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DE9021DA501490230A96ECEA8DFE738E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51428,8410436441490,,Vernel,Amaciador Concentrado Fragrância Fascinante,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E2A99C4C03491111A29104F2EBEAA9A.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51429,8410436441582,,Vernel,Amaciador Concentrado Magia De Magnólia,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/62706D733A79A883B313F5BDFF7369D2.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51430,8410436442053,,Vernel,Amaciador Concentrado Água Coco e Minerais,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/179245E7FC668DE2AC2EE670CF2D99F0.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51515,8410436441940,1710.0,Vernel,Amaciador Roupa Concentrado Maldivas,95 Doses,4.49,2.63,1710,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/74D405E8BCDAE971AE116F6039A2037A.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51535,8410436441858,,Vernel,Amaciador Concentrado Delicado,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8ECD583ED79AF08520CD76642589EEE1.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51537,8410436441827,,Vernel,Amaciador Concentrado Maldivas,70 doses,3.49,3.49,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1E5954FABCBB04BE4B29CED1B30BFE51.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51538,8006540752333,,Fairy,Detergente Loiça Máquina Platinum Plus Limão,Pack XXL de 48 pastilhas,12.99,12.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/BF9EA7B5A162D4EDE7649782C5368BA2.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51539,8410436441971,1250.0,Sonasol,"Lava Tudo Amoniacal, 1.25 litros",,2.09,1.67,1250,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/966C0647302090E003E4103374439B62.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51558,5604260326907,750.0,Selecção de Enófilos,Vinho Tinto Douro Doc Tinta Roriz,Garrafa de 0.75 l,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3A2337F7D3E4729878525125C73B5D35.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51560,5601174792002,750.0,João Pires,Vinho Rosé Península de Setúbal,Garrafa de 0.75 l,3.49,4.65,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/5C884C754161C78D04BEEB9A8611ACBF.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51837,8711327587205,2000.0,Lipton,Ice Tea Pêssego,Garrafa de 2 l,3.19,1.6,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CEC4B87682C01CD71571EE1F09612EAF.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51849,5600363850424,148.0,Alsa,Alsa mousse chocolate preto,Embalagem de 148g,1.94,13.11,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/194616FE6E58EFB2DF0B313F7AF0B05F.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51853,8720182470133,447.0,Calvé,Maionese Magra,Embalagem de 447g,2.39,5.35,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/F238D4F3C63052657005AE85F2676D79.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51855,5600363850431,100.0,Alsa,Alsa mousse cappuccino,Embalagem de 100g,1.94,19.4,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/3E169CD152ABCCAAE811725B06253645.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51858,5603016004403,750.0,Arrábida Azul,Vinho Tinto Reserva,Garrafa de 750 ml,2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/663A8BDB8A33BDDF4EE946979EB7F024.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51881,5600787049084,400.0,Kombucha,"Bebida Probiótica de Coco Biológica, garrafa de 400 ml",,0.99,2.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/CA08C5B46F83539DF0FC7028C0A65793.jpg,,,,Produtos Bio,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51882,5600787049022,400.0,Kombucha,"Bebida Probiótica de Framboesa Biológica, garrafa de 400 ml",,1.79,4.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/16F9BD8425EFE288C7E9E6073015B789.jpg,,,,Produtos Bio,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51883,5600787049046,400.0,Kombucha,"Bebida Probiótica Biológica, garrafa de 400 ml",,1.79,4.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/46DCE6BB7E01C0D8FB3EA6DA3C822896.jpg,,,,Produtos Bio,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51895,8719200253407,225.0,Planta,"Creme Vegetal para Barrar Original, 225g",,1.7,7.56,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/34875B4CFAEFB89404E5C1F04E47EB55.jpg,,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51896,8719200253377,400.0,Planta,"Creme Vegetal para Barrar Original, 400g",,2.49,6.23,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7E3E893F11A83F74C9C78D45FF4B6FD0.jpg,,,,1000 Artigos,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51916,5601050037777,160.0,Yopro,"Yopro caramelo machiato,  160g",,0.98,6.13,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1270C0A6586804B87FB971BF20F15493.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51925,8711327587632,2000.0,Lipton,Ice Tea Manga Zero Açúcar,Garrafa de 2 l,3.19,1.6,2000,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/260EAD2F7E1F4D737985C732EC963755.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51947,8719200253087,200.0,Planta,"Planteiga com Sal Vegan, 200g",,1.49,7.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/1C8192B5C8DA466AD648BB6546E3F415.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51948,8719200253056,200.0,Planta,"Planteiga sem Sal Vegan, 200g",,1.49,7.45,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B07C8375772AE175A841170A028D654.jpg,,,,Produtos Bio,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51958,7622201735159,360.0,Royal,"Gelatina Pronta Melancia,  360g",,1.49,4.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6C746E9DEA00ADFC739FAE50A2B09A0E.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51963,8410136026058,340.0,Whiskas,Comida Húmida Gatos Senior Sel. Aves,Embalagem de 340g,2.24,6.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9E5FAAFC57FEC9D446F11D90FEA86205.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
51968,5900951303173,340.0,Whiskas,Comida Húmida Gatos Adultos Sel. Aves,Embalagem de 340g,2.39,7.03,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7DD940CCDA7F5E97249F123748374AAD.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52010,7622201735197,360.0,Royal,"Gelatina Pronta Tutti - Frutti,  360g",,1.49,4.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/50A610B8826E8E66535C2E3FCBC6794F.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52017,5603697272252,320.0,Koala,"Leite de coco condensado com chocolate, 320g",,2.19,6.84,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6CB08B1AA90BA0FC1FA0736EFE5E68B7.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52043,8445290681416,150.0,Nescafé,"Cafe Solúvel Classico Refill, 150g",,4.19,27.93,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/71759BAD7FCC8E73F25C61D6A4E86F51.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52044,8445290674128,150.0,Nescafé,"Café Solúvel Gold Refill, 150g",,5.95,39.67,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/11DCFD0D51DE18082202223890FB46B6.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52054,7622201735111,360.0,Royal,"Gelatina Pronta Morango,  360g",,1.49,4.14,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8979195E50E0562805183F99A49CEE3B.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52057,5900951301889,340.0,Whiskas,Comida Húmida Gatos Júnior Sel. Clássica,Embalagem de 340g,2.39,7.03,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/96348D88B242C40E1C5728AFD0C7841E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52106,5604260327720,750.0,Selecção de Enófilos,Vinho Branco Dão Reserva,"Garrafa de 0,75 l",2.99,3.99,750,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/7F90DD6793BEEF7695C0463E89CC7BF4.jpg,,,,,2024-10-02T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52167,5600363850400,133.0,Alsa,Alsa mousse chocolate branco,Embalagem de 133g,1.94,14.59,0,kg,€/Kg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/AD8B2087F4EE9694500C04CA98D6CC32.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52183,4005900976666,150.0,Nivea,"Derma Skin Clear Exfolinate, 150 ml",,5.19,34.6,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/23D6B8461DBF04635A56F99F4C4B9426.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52184,4005900975799,40.0,Nivea,"Derma Skin Clear Peeling Exfoliante da Noite, 40 ml",,5.84,146.0,40,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DC0D9B8A076329AB706649E71C3BA6D8.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52186,4005900973726,150.0,Nivea,"Gel de Limpeza, 150 ml",,4.84,32.27,150,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/097BCAE5809DC1D7456867518320AC5D.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52221,8720181370427,,Surf,Detergente Máquina de Roupa Coco,45 cápsulas,8.99,8.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B89060F66F34B8E1C79FE5068E94C801.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52301,3600542512183,400.0,Garnier,Condicionador Ultra Suave Carvão,Embalagem de 400ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9343BFB4B3AF9EC0563765932E32C5A8.jpg,,,,,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52302,3600542512428,400.0,Garnier,Champô Ultra Suave Carvão,Embalagem de 400ml,3.79,9.48,400,L,€/L,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8126B6DDAA84D0A1234F6E7D42BC7B29.jpg,,,,Produtos Bio,2024-09-25T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52324,8720181384899,,Skip,Detergente Máquina Roupa Líquido Active Fresh,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/04DF579D55CD2D6A01A784ECE774108E.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52325,8720181384868,,Skip,Detergente Máquina Roupa Líquido Sensitive,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/4DF32BF1564A4CFF4F3F63F53192D53C.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52326,8720181384776,,Skip,Detergente Máquina Roupa Líquido Active Clean,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/FB959F644F3F5B9BCC6B250AF56B6E18.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52327,8720181385087,,Skip,Detergente Máquina Roupa Líquido Roupa Escura,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E0D1F9F4573871E5DC8853A835283320.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52328,8720181385100,,Skip,Detergente Máquina Roupa Líquido Baby,56 Doses,9.99,9.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/825352D7869A319C8A3A885BD4932367.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52333,5601217137715,,Xau,Detergente Máquina Roupa Líquido Lavanda,69 Doses,8.99,8.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9FBBC0A7AEBA574DE66C68C8488E8F4C.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52335,8720181392979,,Comfort,Amaciador Roupa Concentrado Creations Angélicas e Flor de Baunilha,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/88E220DCA59FCA8026855622E667F899.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,11,,,
52336,8720181392948,,Comfort,Amaciador Roupa Concentrado Creations Leite de Coco e Óleo de Argão,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/B5AB3913DE6B52169BC469E25747FB10.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
52337,8720181392955,,Comfort,Amaciador Roupa Concentrado Creations Flor de Lótus e Lima,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/18DD584DA1A39A596C301D171EB7721A.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
52338,8720181392931,,Comfort,Amaciador Roupa Concentrado Creations Jasmim e Mirtilo,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/DED7323146382FF9F9D6D0F2196F9D63.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
52339,8720181392924,,Comfort,Amaciador Roupa Concentrado Creations Lírios e Morango,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/8F3E1CB8E1F41E507DB7FBA8EF126461.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
52340,8720181392962,,Comfort,Amaciador Roupa Concentrado Creations Madressilva e Sândalo,76 Doses,3.99,3.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/6B8F8DA9C5DF28DF49A227B125CD9AD5.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
52372,8720181384783,,Skip,Detergente Máquina Roupa Líquido Active Clean,76 Doses,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/317EA4E845A007FE56B2D6D0E194B17C.jpg,,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
52373,8720181384929,,Skip,Detergente Máquina Roupa Líquido Sensitive,76 Doses,11.99,11.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/61929A1D7DD3255CD6C78DACDFB51F9A.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/08584FC3B52052055861732D08983BEF.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
52374,8720181385063,,Skip,Detergente Máquina Roupa Líquido Lavanda,76 Doses,10.99,10.99,0,,€/Unidade,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/9168A118F4ECAE8C9BEFEC7E6D9C9016.jpg,https://driveimg1.intermarche.com/pt/Content/images/boitmal/produit/zoom/E73D727EEE604C6F855E3312AC37631C.jpg,,,1000 Artigos,2024-10-04T23:59:59.999999999+01:00,PROSPECTUS,13,12,,,
